,Order ID,Restaurant Name,State,City,Pizza Type,Pizza Size,Toppings Count,Topping Density,Pizza Complexity,Order Month,Order Time,Delivery Time,Delivery Duration (min),Estimated Duration (min),Delay (min),Delay Status,Distance (km),Traffic Level,Payment Category,Payment Method,Is Peak Hour,Is Weekend
474,ORD476,Papa John's,California,San Francisco,Gluten-Free,Medium,3,Low Density,Low,February,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,TRUE
475,ORD477,Pizza Hut,Indiana,Indianapolis,Vegan,Small,2,High Density,Very Low,February,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,TRUE
476,ORD478,Little Caesars,Washington,Seattle,Stuffed Crust,X-Large,5,Medium Density,High,February,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
477,ORD479,Marco's Pizza,Colorado,Denver,Non-Veg,Medium,3,Medium Density,Low,February,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
478,ORD480,Domino's,District of Columbia,Washington,Veg,Large,4,Low Density,Medium,February,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,FALSE
479,ORD481,Papa John's,Massachusetts,Boston,Veg,Medium,2,Medium Density,Very Low,February,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
480,ORD482,Pizza Hut,Tennessee,Nashville,Non-Veg,Large,4,Medium Density,Medium,February,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
481,ORD483,Little Caesars,Maryland,Baltimore,Cheese Burst,X-Large,5,Medium Density,High,February,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,TRUE
482,ORD484,Marco's Pizza,Kentucky,Louisville,Vegan,Small,1,Low Density,Very Low,February,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
483,ORD485,Domino's,Wisconsin,Milwaukee,Non-Veg,Large,4,Low Density,Medium,February,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
484,ORD486,Papa John's,New Mexico,Albuquerque,Gluten-Free,Medium,3,Low Density,Low,February,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
485,ORD487,Pizza Hut,Arizona,Tucson,Vegan,Small,2,High Density,Very Low,February,6:30,6:50,20,12,8,Delayed,2,Low,Online,Wallet,TRUE,FALSE
486,ORD488,Little Caesars,California,Fresno,Cheese Burst,X-Large,5,Medium Density,High,February,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
487,ORD489,Marco's Pizza,California,Sacramento,Veg,Medium,2,Medium Density,Very Low,February,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
488,ORD490,Domino's,Missouri,Kansas City,Deep Dish,Large,4,Medium Density,Medium,February,7:15,7:45,30,36,-6,Early,6,Medium,Online,UPI,TRUE,TRUE
489,ORD491,Papa John's,California,Long Beach,Cheese Burst,X-Large,5,Medium Density,High,February,8:30,9:10,40,48,-8,Early,8,High,Online,Wallet,TRUE,TRUE
490,ORD492,Pizza Hut,Arizona,Mesa,Vegan,Small,1,Low Density,Very Low,February,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
491,ORD493,Domino's,Georgia,Atlanta,Non-Veg,Large,4,Low Density,Medium,February,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
492,ORD494,Papa John's,Nebraska,Omaha,Gluten-Free,Medium,3,Low Density,Low,February,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
493,ORD495,Pizza Hut,North Carolina,Raleigh,Vegan,Small,2,High Density,Very Low,February,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
494,ORD496,Little Caesars,Florida,Miami,Stuffed Crust,X-Large,5,Medium Density,High,February,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
495,ORD497,Marco's Pizza,Oklahoma,Tulsa,Non-Veg,Medium,3,Medium Density,Low,February,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,TRUE
496,ORD498,Domino's,Minnesota,Minneapolis,Veg,Large,4,Low Density,Medium,February,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,TRUE
497,ORD499,Papa John's,Texas,Arlington,Veg,Medium,2,Medium Density,Very Low,February,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
498,ORD500,Pizza Hut,Louisiana,New Orleans,Non-Veg,Large,4,Medium Density,Medium,February,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
499,ORD501,Little Caesars,Kansas,Wichita,Cheese Burst,X-Large,5,Medium Density,High,February,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,FALSE
500,ORD502,Marco's Pizza,Ohio,Cleveland,Vegan,Small,1,Low Density,Very Low,February,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
501,ORD503,Domino's,Florida,Tampa,Non-Veg,Large,4,Low Density,Medium,February,7:00,7:50,50,60,-10,Early,10,High,Offline,Domino's Cash,TRUE,FALSE
502,ORD504,Papa John's,California,Bakersfield,Gluten-Free,Medium,3,Low Density,Low,March,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,TRUE
503,ORD505,Pizza Hut,Colorado,Aurora,Vegan,Small,2,High Density,Very Low,March,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,TRUE
504,ORD506,Little Caesars,California,Anaheim,Stuffed Crust,X-Large,5,Medium Density,High,March,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
505,ORD507,Marco's Pizza,Hawaii,Honolulu,Non-Veg,Medium,3,Medium Density,Low,March,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
506,ORD508,Domino's,Kentucky,Lexington,Veg,Large,4,Low Density,Medium,March,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,FALSE
507,ORD509,Papa John's,California,Stockton,Veg,Medium,2,Medium Density,Very Low,March,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
508,ORD510,Pizza Hut,Texas,Corpus Christi,Non-Veg,Large,4,Medium Density,Medium,March,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
509,ORD511,Little Caesars,Nevada,Henderson,Cheese Burst,X-Large,5,Medium Density,High,March,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,TRUE
510,ORD512,Marco's Pizza,California,Riverside,Vegan,Small,1,Low Density,Very Low,March,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
511,ORD513,Domino's,New Jersey,Newark,Non-Veg,Large,4,Low Density,Medium,March,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
512,ORD514,Papa John's,Minnesota,St. Paul,Gluten-Free,Medium,3,Low Density,Low,March,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
513,ORD515,Pizza Hut,Texas,Plano,Vegan,Small,2,High Density,Very Low,March,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
514,ORD516,Little Caesars,Nebraska,Lincoln,Cheese Burst,X-Large,5,Medium Density,High,March,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
515,ORD517,Marco's Pizza,Idaho,Boise,Veg,Medium,2,Medium Density,Very Low,March,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
516,ORD518,Domino's,Nevada,Reno,Deep Dish,Large,4,Medium Density,Medium,March,7:15,7:45,30,36,-6,Early,6,Medium,Online,UPI,TRUE,TRUE
517,ORD519,Papa John's,Arizona,Scottsdale,Cheese Burst,X-Large,5,Medium Density,High,March,8:30,9:10,40,48,-8,Early,8,High,Online,Wallet,TRUE,TRUE
518,ORD520,Pizza Hut,Texas,Irving,Vegan,Small,1,Low Density,Very Low,March,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
519,ORD521,Domino's,Florida,Orlando,Non-Veg,Large,4,Low Density,Medium,March,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
520,ORD522,Papa John's,Wisconsin,Madison,Gluten-Free,Medium,3,Low Density,Low,March,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
521,ORD523,Pizza Hut,Texas,Lubbock,Vegan,Small,2,High Density,Very Low,March,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
522,ORD524,Little Caesars,Arizona,Chandler,Stuffed Crust,X-Large,5,Medium Density,High,March,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
523,ORD525,Marco's Pizza,Texas,Garland,Non-Veg,Medium,3,Medium Density,Low,March,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,TRUE
524,ORD526,Domino's,Arizona,Glendale,Veg,Large,4,Low Density,Medium,March,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,TRUE
525,ORD527,Papa John's,Ohio,Akron,Veg,Medium,2,Medium Density,Very Low,March,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
526,ORD528,Pizza Hut,Louisiana,Baton Rouge,Non-Veg,Large,4,Medium Density,Medium,March,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
527,ORD529,Little Caesars,North Carolina,Durham,Cheese Burst,X-Large,5,Medium Density,High,March,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,FALSE
528,ORD530,Marco's Pizza,California,Chula Vista,Vegan,Small,1,Low Density,Very Low,March,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
529,ORD531,Domino's,Indiana,Fort Wayne,Non-Veg,Large,4,Low Density,Medium,March,7:00,7:50,50,60,-10,Early,10,High,Offline,Domino's Cash,TRUE,FALSE
530,ORD532,Papa John's,Florida,St. Petersburg,Gluten-Free,Medium,3,Low Density,Low,March,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,TRUE
531,ORD533,Pizza Hut,New Jersey,Jersey City,Vegan,Small,2,High Density,Very Low,March,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,TRUE
532,ORD534,Little Caesars,Missouri,St. Louis,Stuffed Crust,X-Large,5,Medium Density,High,March,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
533,ORD535,Marco's Pizza,Virginia,Norfolk,Non-Veg,Medium,3,Medium Density,Low,April,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
534,ORD536,Domino's,Texas,Laredo,Veg,Large,4,Low Density,Medium,April,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,FALSE
535,ORD537,Papa John's,Arizona,Chandler,Veg,Medium,2,Medium Density,Very Low,April,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
536,ORD538,Pizza Hut,Texas,Lubbock,Non-Veg,Large,4,Medium Density,Medium,April,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
537,ORD539,Little Caesars,Texas,Garland,Cheese Burst,X-Large,5,Medium Density,High,April,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,TRUE
538,ORD540,Marco's Pizza,Arizona,Glendale,Vegan,Small,1,Low Density,Very Low,April,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
539,ORD541,Domino's,Ohio,Akron,Non-Veg,Large,4,Low Density,Medium,April,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
540,ORD542,Papa John's,Louisiana,Baton Rouge,Gluten-Free,Medium,3,Low Density,Low,April,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
541,ORD543,Pizza Hut,North Carolina,Durham,Vegan,Small,2,High Density,Very Low,April,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
542,ORD544,Domino's,Texas,Austin,Thai Chicken,Large,4,Low Density,Medium,April,7:00,7:45,45,42,3,Delayed,7,Medium,Online,Card,TRUE,FALSE
543,ORD545,Papa John's,Colorado,Denver,Sicilian,Medium,3,Low Density,Low,April,8:15,8:55,40,39,1,Delayed,6.5,High,Online,Wallet,TRUE,FALSE
544,ORD546,Pizza Hut,Florida,Miami,Vegan,Small,1,Low Density,Very Low,April,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
545,ORD547,Little Caesars,Washington,Seattle,Cheese Burst,X-Large,5,Medium Density,High,April,7:30,8:10,40,48,-8,Early,8,High,Online,Card,TRUE,TRUE
546,ORD548,Marco's Pizza,Oregon,Portland,Non-Veg,Medium,3,Medium Density,Low,April,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
547,ORD549,Domino's,Illinois,Chicago,Veg,Large,4,Low Density,Medium,April,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,FALSE
548,ORD550,Papa John's,Massachusetts,Boston,Veg,Medium,2,Medium Density,Very Low,April,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
549,ORD551,Pizza Hut,Georgia,Atlanta,Non-Veg,Large,4,Medium Density,Medium,April,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
550,ORD552,Little Caesars,Arizona,Phoenix,Cheese Burst,X-Large,5,Medium Density,High,April,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,FALSE
551,ORD553,Marco's Pizza,California,San Diego,Vegan,Small,1,Low Density,Very Low,April,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
552,ORD554,Domino's,Ohio,Columbus,Non-Veg,Large,4,Low Density,Medium,April,7:00,7:50,50,60,-10,Early,10,High,Offline,Domino's Cash,TRUE,TRUE
553,ORD555,Papa John's,North Carolina,Charlotte,Gluten-Free,Medium,3,Low Density,Low,April,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
554,ORD556,Pizza Hut,Tennessee,Nashville,Vegan,Small,2,High Density,Very Low,April,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
555,ORD557,Little Caesars,Oklahoma,Oklahoma City,Stuffed Crust,X-Large,5,Medium Density,High,April,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
556,ORD558,Marco's Pizza,Nevada,Las Vegas,Non-Veg,Medium,3,Medium Density,Low,April,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
557,ORD559,Domino's,Indiana,Indianapolis,Veg,Large,4,Low Density,Medium,April,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,FALSE
558,ORD560,Papa John's,California,San Jose,Veg,Medium,2,Medium Density,Very Low,April,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,TRUE
559,ORD561,Pizza Hut,Florida,Jacksonville,Non-Veg,Large,4,Medium Density,Medium,April,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,TRUE
560,ORD562,Little Caesars,Texas,Fort Worth,Cheese Burst,X-Large,5,Medium Density,High,April,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,FALSE
561,ORD563,Marco's Pizza,Tennessee,Memphis,Vegan,Small,1,Low Density,Very Low,April,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
562,ORD564,Domino's,Maryland,Baltimore,Non-Veg,Large,4,Low Density,Medium,April,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
563,ORD565,Papa John's,Wisconsin,Milwaukee,Gluten-Free,Medium,3,Low Density,Low,May,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
564,ORD566,Pizza Hut,New Mexico,Albuquerque,Vegan,Small,2,High Density,Very Low,May,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
565,ORD567,Little Caesars,Arizona,Tucson,Stuffed Crust,X-Large,5,Medium Density,High,May,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,TRUE
566,ORD568,Marco's Pizza,California,Fresno,Non-Veg,Medium,3,Medium Density,Low,May,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,TRUE
567,ORD569,Domino's,California,Sacramento,Veg,Large,4,Low Density,Medium,May,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,FALSE
568,ORD570,Papa John's,Wisconsin,Milwaukee,Gluten-Free,Medium,3,Low Density,Low,May,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
569,ORD571,Domino's,New York,New York,Thai Chicken,Large,4,Low Density,Medium,May,7:00,7:45,45,42,3,Delayed,7,Medium,Online,Card,TRUE,FALSE
570,ORD572,Papa John's,California,Los Angeles,Sicilian,Medium,3,Low Density,Low,May,8:15,8:55,40,39,1,Delayed,6.5,High,Online,Wallet,TRUE,FALSE
571,ORD573,Pizza Hut,Illinois,Chicago,Vegan,Small,1,Low Density,Very Low,May,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
572,ORD574,Little Caesars,Texas,Houston,Cheese Burst,X-Large,5,Medium Density,High,May,7:30,8:10,40,48,-8,Early,8,High,Online,Card,TRUE,TRUE
573,ORD575,Marco's Pizza,Arizona,Phoenix,Non-Veg,Medium,3,Medium Density,Low,May,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,TRUE
574,ORD576,Domino's,Pennsylvania,Philadelphia,Veg,Large,4,Low Density,Medium,May,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,FALSE
575,ORD577,Papa John's,Texas,San Antonio,Veg,Medium,2,Medium Density,Very Low,May,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
576,ORD578,Pizza Hut,California,San Diego,Non-Veg,Large,4,Medium Density,Medium,May,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
577,ORD579,Little Caesars,Texas,Dallas,Cheese Burst,X-Large,5,Medium Density,High,May,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,FALSE
578,ORD580,Marco's Pizza,California,San Jose,Vegan,Small,1,Low Density,Very Low,May,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
579,ORD581,Domino's,Texas,Austin,Non-Veg,Large,4,Low Density,Medium,May,7:00,7:50,50,60,-10,Early,10,High,Offline,Domino's Cash,TRUE,TRUE
580,ORD582,Papa John's,Florida,Jacksonville,Gluten-Free,Medium,3,Low Density,Low,May,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,TRUE
581,ORD583,Pizza Hut,Texas,Fort Worth,Vegan,Small,2,High Density,Very Low,May,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
582,ORD584,Little Caesars,Ohio,Columbus,Stuffed Crust,X-Large,5,Medium Density,High,May,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
583,ORD585,Marco's Pizza,North Carolina,Charlotte,Non-Veg,Medium,3,Medium Density,Low,May,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
584,ORD586,Domino's,California,San Francisco,Veg,Large,4,Low Density,Medium,May,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,FALSE
585,ORD587,Papa John's,Indiana,Indianapolis,Veg,Medium,2,Medium Density,Very Low,May,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
586,ORD588,Pizza Hut,Washington,Seattle,Non-Veg,Large,4,Medium Density,Medium,May,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,TRUE
587,ORD589,Little Caesars,Colorado,Denver,Cheese Burst,X-Large,5,Medium Density,High,May,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,TRUE
588,ORD590,Marco's Pizza,District of Columbia,Washington,Vegan,Small,1,Low Density,Very Low,May,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
589,ORD591,Domino's,Massachusetts,Boston,Non-Veg,Large,4,Low Density,Medium,May,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
590,ORD592,Papa John's,Texas,El Paso,Gluten-Free,Medium,3,Low Density,Low,May,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
591,ORD593,Pizza Hut,Michigan,Detroit,Vegan,Small,2,High Density,Very Low,May,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
592,ORD594,Little Caesars,Tennessee,Nashville,Stuffed Crust,X-Large,5,Medium Density,High,May,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
593,ORD595,Marco's Pizza,Tennessee,Memphis,Non-Veg,Medium,3,Medium Density,Low,May,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,TRUE
594,ORD596,Domino's,Oregon,Portland,Veg,Large,4,Low Density,Medium,June,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,TRUE
595,ORD597,Papa John's,Oklahoma,Oklahoma City,Veg,Medium,2,Medium Density,Very Low,June,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
596,ORD598,Pizza Hut,Nevada,Las Vegas,Non-Veg,Large,4,Medium Density,Medium,June,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
597,ORD599,Little Caesars,Georgia,Atlanta,Cheese Burst,X-Large,5,Medium Density,High,June,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,FALSE
598,ORD600,Marco's Pizza,Florida,Miami,Vegan,Small,1,Low Density,Very Low,June,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
599,ORD601,Domino's,New York,New York,Thai Chicken,Large,4,Low Density,Medium,June,7:00,7:45,45,42,3,Delayed,7,Medium,Online,Card,TRUE,FALSE
600,ORD602,Papa John's,California,Los Angeles,Sicilian,Medium,3,Low Density,Low,June,8:15,8:55,40,39,1,Delayed,6.5,High,Online,Wallet,TRUE,TRUE
601,ORD603,Pizza Hut,Illinois,Chicago,Vegan,Small,1,Low Density,Very Low,June,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
602,ORD604,Little Caesars,Texas,Houston,Cheese Burst,X-Large,5,Medium Density,High,June,7:30,8:10,40,48,-8,Early,8,High,Online,Card,TRUE,FALSE
603,ORD605,Marco's Pizza,Arizona,Phoenix,Non-Veg,Medium,3,Medium Density,Low,June,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
604,ORD606,Domino's,Pennsylvania,Philadelphia,Veg,Large,4,Low Density,Medium,June,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,FALSE
605,ORD607,Papa John's,Texas,San Antonio,Veg,Medium,2,Medium Density,Very Low,June,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,FALSE
606,ORD608,Pizza Hut,California,San Diego,Non-Veg,Large,4,Medium Density,Medium,June,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
607,ORD609,Little Caesars,Texas,Dallas,Cheese Burst,X-Large,5,Medium Density,High,June,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,TRUE
608,ORD610,Marco's Pizza,California,San Jose,Vegan,Small,1,Low Density,Very Low,June,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
609,ORD611,Domino's,Texas,Austin,Non-Veg,Large,4,Low Density,Medium,June,7:00,7:50,50,60,-10,Early,10,High,Offline,Domino's Cash,TRUE,FALSE
610,ORD612,Papa John's,Florida,Jacksonville,Gluten-Free,Medium,3,Low Density,Low,June,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
611,ORD613,Pizza Hut,Texas,Fort Worth,Vegan,Small,2,High Density,Very Low,June,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
612,ORD614,Little Caesars,Ohio,Columbus,Stuffed Crust,X-Large,5,Medium Density,High,June,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
613,ORD615,Marco's Pizza,North Carolina,Charlotte,Non-Veg,Medium,3,Medium Density,Low,June,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
614,ORD616,Domino's,California,San Francisco,Veg,Large,4,Low Density,Medium,June,8:15,9:00,45,54,-9,Early,9,High,Offline,Cash,TRUE,TRUE
615,ORD617,Papa John's,Indiana,Indianapolis,Veg,Medium,2,Medium Density,Very Low,June,6:00,6:20,20,18,2,Delayed,3,Low,Online,Card,TRUE,TRUE
616,ORD618,Pizza Hut,Washington,Seattle,Non-Veg,Large,4,Medium Density,Medium,June,7:15,7:45,30,36,-6,Early,6,Medium,Online,Wallet,TRUE,FALSE
617,ORD619,Little Caesars,Colorado,Denver,Cheese Burst,X-Large,5,Medium Density,High,June,8:30,9:10,40,48,-8,Early,8,High,Online,Card,TRUE,FALSE
618,ORD620,Marco's Pizza,District of Columbia,Washington,Vegan,Small,1,Low Density,Very Low,June,6:45,7:05,20,15,5,Delayed,2.5,Low,Offline,Cash,TRUE,FALSE
619,ORD621,Domino's,Massachusetts,Boston,Non-Veg,Large,4,Low Density,Medium,June,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
620,ORD622,Papa John's,Texas,El Paso,Gluten-Free,Medium,3,Low Density,Low,June,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
621,ORD623,Pizza Hut,Michigan,Detroit,Vegan,Small,2,High Density,Very Low,June,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,TRUE
622,ORD624,Little Caesars,Tennessee,Nashville,Stuffed Crust,X-Large,5,Medium Density,High,June,7:45,8:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,TRUE
623,ORD625,Domino's,Texas,Austin,Cheese Burst,Large,4,Medium Density,Medium,June,7:20,7:55,35,30,5,Delayed,5,Medium,Online,Card,TRUE,TRUE
624,ORD626,Pizza Hut,Florida,Miami,Veg,Medium,2,Low Density,Very Low,June,8:00,8:30,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,TRUE
625,ORD627,Little Caesars,Georgia,Atlanta,Non-Veg,X-Large,5,Low Density,High,June,8:05,8:55,50,54,-4,Early,9,High,Offline,Cash,TRUE,TRUE
626,ORD628,Domino's,Texas,Austin,Cheese Burst,Large,4,Medium Density,Medium,June,9:00,9:35,35,30,5,Delayed,5,Medium,Online,Card,TRUE,TRUE
627,ORD629,Papa John's,Washington,Seattle,Gluten-Free,Medium,3,Medium Density,Low,June,5:45,6:10,25,24,1,Delayed,4,Low,Online,UPI,FALSE,FALSE
628,ORD630,Pizza Hut,Florida,Miami,Stuffed Crust,Large,5,Medium Density,High,June,6:30,7:10,40,36,4,Delayed,6,Medium,Online,Wallet,TRUE,FALSE
629,ORD631,Domino's,Arizona,Phoenix,Veg,Medium,2,Low Density,Very Low,June,7:00,7:35,35,27,8,Delayed,4.5,Medium,Offline,Hut Points,TRUE,FALSE
